"﻿""date""",product,sku,quantity,unit_type,applied_cost_per_quantity,gross_amount,discount_amount,net_amount,organization,repository,cost_center_name,model
2025-08-07,actions,actions_unknown,0,minutes,0,0,0,0,Organization-2,Repository-45,,
2025-08-07,copilot,copilot_for_business,0.032258064,user-months,19,0.612903216,0,0.612903216,Organization-2,,,
2025-08-07,packages,packages_storage,0.00013668000000000005,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-5,Repository-25,,
2025-08-07,packages,packages_storage,0.000104424,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-2,,,
2025-08-08,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-4,Repository-4,,
2025-08-08,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-1,Repository-6,,
2025-08-08,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-3,Repository-3,,
2025-08-08,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-1,Repository-1,,
2025-08-08,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-5,,
2025-08-08,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-7,,
2025-08-08,actions,actions_self_hosted_linux,13,minutes,0,0,0,0,Organization-2,Repository-47,,
2025-08-08,actions,actions_storage,0.0007200239999999998,gigabyte-hours,0.00033602,2.400000000000001E-07,2.400000000000001E-07,0,Organization-2,Repository-13,,
2025-08-08,actions,actions_storage,0.10082745600000007,gigabyte-hours,0.00033602,3.3864E-05,3.3864E-05,0,Organization-2,Repository-21,,
2025-08-08,actions,actions_storage,0.0005080560000000003,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-6,Repository-8,,
2025-08-08,actions,actions_storage,0.0009456239999999999,gigabyte-hours,0.00033602,3.120000000000001E-07,3.120000000000001E-07,0,Organization-4,Repository-12,,
2025-08-08,actions,actions_storage,0.004663128000000001,gigabyte-hours,0.00033602,1.56E-06,1.56E-06,0,Organization-4,Repository-15,,
2025-08-08,actions,actions_storage,0.004722072,gigabyte-hours,0.00033602,1.5840000000000006E-06,1.5840000000000006E-06,0,Organization-3,Repository-3,,
2025-08-08,actions,actions_storage,0.12955737600000009,gigabyte-hours,0.00033602,4.351199999999999E-05,4.351199999999999E-05,0,Organization-2,Repository-17,,
2025-08-08,actions,actions_storage,0.014628000000000006,gigabyte-hours,0.00033602,4.896000000000001E-06,4.896000000000001E-06,0,Organization-4,Repository-20,,
2025-08-08,actions,actions_storage,0.09843331199999997,gigabyte-hours,0.00033602,3.307199999999999E-05,3.307199999999999E-05,0,Organization-2,Repository-24,,
2025-08-08,actions,actions_storage,0.014453208000000006,gigabyte-hours,0.00033602,4.847999999999999E-06,4.847999999999999E-06,0,Organization-1,Repository-10,,
2025-08-08,actions,actions_storage,0.09794750399999995,gigabyte-hours,0.00033602,3.290400000000001E-05,3.290400000000001E-05,0,Organization-2,Repository-19,,
2025-08-08,actions,actions_storage,0.023710368000000006,gigabyte-hours,0.00033602,7.943999999999999E-06,7.943999999999999E-06,0,Organization-2,Repository-16,,
2025-08-08,actions,actions_storage,1.0464000000000002E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-22,,
2025-08-08,actions,actions_storage,0.010952567999999996,gigabyte-hours,0.00033602,3.672000000000001E-06,3.672000000000001E-06,0,Organization-4,Repository-11,,
2025-08-08,actions,actions_storage,0.0018374159999999993,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-14,,
2025-08-08,actions,actions_storage,0.0005157599999999998,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-5,Repository-8,,
2025-08-08,actions,actions_storage,3.484799999999999E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-18,,
2025-08-08,actions,actions_storage,0.11041562399999996,gigabyte-hours,0.00033602,3.708E-05,3.708E-05,0,Organization-2,Repository-23,,
2025-08-08,actions,actions_storage,0.0018267359999999994,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-4,,
2025-08-08,actions,actions_storage,0.014622960000000003,gigabyte-hours,0.00033602,4.896000000000001E-06,4.896000000000001E-06,0,Organization-4,Repository-9,,
2025-08-08,copilot,copilot_for_business,0.032258064,user-months,19,0.612903216,0,0.612903216,Organization-2,,,
2025-08-08,packages,packages_storage,0.00013668000000000005,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-5,Repository-25,,
2025-08-08,packages,packages_storage,0.000104424,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-2,,,
2025-08-09,actions,actions_linux,3,minutes,0.008,0.024,0.024,0,Organization-2,Repository-19,,
2025-08-09,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-1,Repository-27,,
2025-08-09,actions,actions_linux,3,minutes,0.008,0.024,0.024,0,Organization-2,Repository-24,,
2025-08-09,actions,actions_linux,6,minutes,0.008,0.048,0.048,0,Organization-4,Repository-26,,
2025-08-09,actions,actions_storage,0.0005157599999999998,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-5,Repository-8,,
2025-08-09,actions,actions_storage,1.0464000000000002E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-22,,
2025-08-09,actions,actions_storage,0.023710368000000006,gigabyte-hours,0.00033602,7.943999999999999E-06,7.943999999999999E-06,0,Organization-2,Repository-16,,
2025-08-09,actions,actions_storage,0.010952567999999996,gigabyte-hours,0.00033602,3.672000000000001E-06,3.672000000000001E-06,0,Organization-4,Repository-11,,
2025-08-09,actions,actions_storage,0.004663128000000001,gigabyte-hours,0.00033602,1.56E-06,1.56E-06,0,Organization-4,Repository-15,,
2025-08-09,actions,actions_storage,0.0007200239999999998,gigabyte-hours,0.00033602,2.400000000000001E-07,2.400000000000001E-07,0,Organization-2,Repository-13,,
2025-08-09,actions,actions_storage,0.014622960000000003,gigabyte-hours,0.00033602,4.896000000000001E-06,4.896000000000001E-06,0,Organization-4,Repository-9,,
2025-08-09,actions,actions_storage,0.098199954,gigabyte-hours,0.00033602,3.2989000000000006E-05,3.2989000000000006E-05,0,Organization-2,Repository-19,,
2025-08-09,actions,actions_storage,0.0018374159999999993,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-14,,
2025-08-09,actions,actions_storage,0.10082745600000007,gigabyte-hours,0.00033602,3.3864E-05,3.3864E-05,0,Organization-2,Repository-21,,
2025-08-09,actions,actions_storage,0.11041562399999996,gigabyte-hours,0.00033602,3.708E-05,3.708E-05,0,Organization-2,Repository-23,,
2025-08-09,actions,actions_storage,0.12955737600000009,gigabyte-hours,0.00033602,4.351199999999999E-05,4.351199999999999E-05,0,Organization-2,Repository-17,,
2025-08-09,actions,actions_storage,0.09906786799999998,gigabyte-hours,0.00033602,3.328E-05,3.328E-05,0,Organization-2,Repository-24,,
2025-08-09,actions,actions_storage,0.004722072,gigabyte-hours,0.00033602,1.5840000000000006E-06,1.5840000000000006E-06,0,Organization-3,Repository-3,,
2025-08-09,actions,actions_storage,0.014628000000000006,gigabyte-hours,0.00033602,4.896000000000001E-06,4.896000000000001E-06,0,Organization-4,Repository-20,,
2025-08-09,actions,actions_storage,0.0018267359999999994,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-4,,
2025-08-09,actions,actions_storage,1.0134999999999997E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-18,,
2025-08-09,actions,actions_storage,0.0009456239999999999,gigabyte-hours,0.00033602,3.120000000000001E-07,3.120000000000001E-07,0,Organization-4,Repository-12,,
2025-08-09,actions,actions_storage,0.0005080560000000003,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-6,Repository-8,,
2025-08-09,actions,actions_storage,0.014453208000000006,gigabyte-hours,0.00033602,4.847999999999999E-06,4.847999999999999E-06,0,Organization-1,Repository-10,,
2025-08-09,copilot,copilot_for_business,0.032258064,user-months,19,0.612903216,0,0.612903216,Organization-2,,,
2025-08-09,packages,packages_storage,0.000104424,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-2,,,
2025-08-09,packages,packages_storage,0.00013668000000000005,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-5,Repository-25,,
2025-08-10,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-31,,
2025-08-10,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-30,,
2025-08-10,actions,actions_linux,3,minutes,0.008,0.024,0.024,0,Organization-2,Repository-23,,
2025-08-10,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-4,Repository-9,,
2025-08-10,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-1,Repository-29,,
2025-08-10,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-4,Repository-20,,
2025-08-10,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-7,Repository-28,,
2025-08-10,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-4,Repository-11,,
2025-08-10,actions,actions_storage,0.023710368000000006,gigabyte-hours,0.00033602,7.943999999999999E-06,7.943999999999999E-06,0,Organization-2,Repository-16,,
2025-08-10,actions,actions_storage,0.12955737600000009,gigabyte-hours,0.00033602,4.351199999999999E-05,4.351199999999999E-05,0,Organization-2,Repository-17,,
2025-08-10,actions,actions_storage,0.014453208000000006,gigabyte-hours,0.00033602,4.847999999999999E-06,4.847999999999999E-06,0,Organization-1,Repository-10,,
2025-08-10,actions,actions_storage,0.0005080560000000003,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-6,Repository-8,,
2025-08-10,actions,actions_storage,5E-08,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-18,,
2025-08-10,actions,actions_storage,0.0018267359999999994,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-4,,
2025-08-10,actions,actions_storage,0.0018374159999999993,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-14,,
2025-08-10,actions,actions_storage,0.0005157599999999998,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-5,Repository-8,,
2025-08-10,actions,actions_storage,1.0464000000000002E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-22,,
2025-08-10,actions,actions_storage,0.10082745600000007,gigabyte-hours,0.00033602,3.3864E-05,3.3864E-05,0,Organization-2,Repository-21,,
2025-08-10,actions,actions_storage,0.004722072,gigabyte-hours,0.00033602,1.5840000000000006E-06,1.5840000000000006E-06,0,Organization-3,Repository-3,,
2025-08-10,actions,actions_storage,0.11091498399999997,gigabyte-hours,0.00033602,3.725E-05,3.725E-05,0,Organization-2,Repository-23,,
2025-08-10,actions,actions_storage,0.09836314500000001,gigabyte-hours,0.00033602,3.304200000000002E-05,3.304200000000002E-05,0,Organization-2,Repository-24,,
2025-08-10,actions,actions_storage,0.09813874099999997,gigabyte-hours,0.00033602,3.2954999999999985E-05,3.2954999999999985E-05,0,Organization-2,Repository-19,,
2025-08-10,actions,actions_storage,0.015525855999999996,gigabyte-hours,0.00033602,5.199000000000002E-06,5.199000000000002E-06,0,Organization-4,Repository-9,,
2025-08-10,actions,actions_storage,0.004663128000000001,gigabyte-hours,0.00033602,1.56E-06,1.56E-06,0,Organization-4,Repository-15,,
2025-08-10,actions,actions_storage,0.0009456239999999999,gigabyte-hours,0.00033602,3.120000000000001E-07,3.120000000000001E-07,0,Organization-4,Repository-12,,
2025-08-10,actions,actions_storage,0.0007200239999999998,gigabyte-hours,0.00033602,2.400000000000001E-07,2.400000000000001E-07,0,Organization-2,Repository-13,,
2025-08-10,actions,actions_storage,0.011717645999999998,gigabyte-hours,0.00033602,3.928000000000001E-06,3.928000000000001E-06,0,Organization-4,Repository-11,,
2025-08-10,actions,actions_storage,0.015380456999999997,gigabyte-hours,0.00033602,5.148000000000002E-06,5.148000000000002E-06,0,Organization-4,Repository-20,,
2025-08-10,copilot,copilot_for_business,0.032258064,user-months,19,0.612903216,0,0.612903216,Organization-2,,,
2025-08-10,packages,packages_storage,0.000104424,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-2,,,
2025-08-10,packages,packages_storage,0.00013668000000000005,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-5,Repository-25,,
2025-08-11,actions,actions_linux,32,minutes,0.008,0.25600000000000006,0.25600000000000006,0,Organization-2,Repository-48,,
2025-08-11,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-33,,
2025-08-11,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-4,Repository-14,,
2025-08-11,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-1,Repository-32,,
2025-08-11,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-1,Repository-35,,
2025-08-11,actions,actions_storage,0.094212945,gigabyte-hours,0.00033602,3.164800000000002E-05,3.164800000000002E-05,0,Organization-2,Repository-24,,
2025-08-11,actions,actions_storage,0.022722436000000006,gigabyte-hours,0.00033602,7.612999999999998E-06,7.612999999999998E-06,0,Organization-2,Repository-16,,
2025-08-11,actions,actions_storage,0.20970732600000003,gigabyte-hours,0.00033602,7.0462E-05,7.0462E-05,0,Organization-2,Repository-48,,
2025-08-11,actions,actions_storage,1.0028000000000001E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-22,,
2025-08-11,actions,actions_storage,0.0004942699999999998,gigabyte-hours,0.00033602,1.6099999999999995E-07,1.6099999999999995E-07,0,Organization-5,Repository-8,,
2025-08-11,actions,actions_storage,0.012224289999999999,gigabyte-hours,0.00033602,4.092999999999999E-06,4.092999999999999E-06,0,Organization-4,Repository-11,,
2025-08-11,actions,actions_storage,0.013850991000000005,gigabyte-hours,0.00033602,4.645999999999999E-06,4.645999999999999E-06,0,Organization-1,Repository-10,,
2025-08-11,actions,actions_storage,0.0004868870000000003,gigabyte-hours,0.00033602,1.6099999999999995E-07,1.6099999999999995E-07,0,Organization-6,Repository-8,,
2025-08-11,actions,actions_storage,0.000906223,gigabyte-hours,0.00033602,2.9900000000000007E-07,2.9900000000000007E-07,0,Organization-4,Repository-12,,
2025-08-11,actions,actions_storage,0.0006900229999999998,gigabyte-hours,0.00033602,2.300000000000001E-07,2.300000000000001E-07,0,Organization-2,Repository-13,,
2025-08-11,actions,actions_storage,0.09404274499999998,gigabyte-hours,0.00033602,3.1578999999999983E-05,3.1578999999999983E-05,0,Organization-2,Repository-19,,
2025-08-11,actions,actions_storage,0.015741663999999995,gigabyte-hours,0.00033602,5.288000000000001E-06,5.288000000000001E-06,0,Organization-4,Repository-9,,
2025-08-11,actions,actions_storage,0.10667173299999999,gigabyte-hours,0.00033602,3.583299999999999E-05,3.583299999999999E-05,0,Organization-2,Repository-23,,
2025-08-11,actions,actions_storage,0.015744382,gigabyte-hours,0.00033602,5.288000000000002E-06,5.288000000000002E-06,0,Organization-4,Repository-20,,
2025-08-11,actions,actions_storage,0.0017608569999999994,gigabyte-hours,0.00033602,5.749999999999997E-07,5.749999999999997E-07,0,Organization-4,Repository-14,,
2025-08-11,actions,actions_storage,0.12415915200000008,gigabyte-hours,0.00033602,4.1698999999999995E-05,4.1698999999999995E-05,0,Organization-2,Repository-17,,
2025-08-11,actions,actions_storage,0.004525319,gigabyte-hours,0.00033602,1.5180000000000005E-06,1.5180000000000005E-06,0,Organization-3,Repository-3,,
2025-08-11,actions,actions_storage,0.09662631200000006,gigabyte-hours,0.00033602,3.2453E-05,3.2453E-05,0,Organization-2,Repository-21,,
2025-08-11,actions,actions_storage,0.004468831,gigabyte-hours,0.00033602,1.495E-06,1.495E-06,0,Organization-4,Repository-15,,
2025-08-11,actions,actions_storage,0.0017506219999999994,gigabyte-hours,0.00033602,5.749999999999997E-07,5.749999999999997E-07,0,Organization-4,Repository-4,,
2025-08-11,copilot,copilot_for_business,0.032258064,user-months,19,0.612903216,0,0.612903216,Organization-2,,,
2025-08-11,packages,packages_storage,0.00013668000000000005,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-5,Repository-25,,
2025-08-11,packages,packages_storage,0.000104424,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-2,,,
2025-08-12,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-39,,
2025-08-12,actions,actions_linux,1,minutes,0.008,0.008,0.008,0,Organization-4,Repository-38,,
2025-08-12,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-40,,
2025-08-12,actions,actions_linux,33,minutes,0.008,0.264,0.264,0,Organization-2,Repository-48,,
2025-08-12,actions,actions_linux,6,minutes,0.008,0.048,0.048,0,Organization-2,Repository-17,,
2025-08-12,actions,actions_linux,10,minutes,0.008,0.08,0.08,0,Organization-2,Repository-49,,
2025-08-12,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-1,Repository-36,,
2025-08-12,actions,actions_linux_2_core_advanced,0,minutes,0.008,0,0,0,Organization-8,Repository-50,,
2025-08-12,actions,actions_storage,0.0007200239999999998,gigabyte-hours,0.00033602,2.400000000000001E-07,2.400000000000001E-07,0,Organization-2,Repository-13,,
2025-08-12,actions,actions_storage,0.004722072,gigabyte-hours,0.00033602,1.5840000000000006E-06,1.5840000000000006E-06,0,Organization-3,Repository-3,,
2025-08-12,actions,actions_storage,1.0464000000000002E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-22,,
2025-08-12,actions,actions_storage,0.08831928800000002,gigabyte-hours,0.00033602,2.967E-05,2.967E-05,0,Organization-2,Repository-49,,
2025-08-12,actions,actions_storage,0.016429487999999996,gigabyte-hours,0.00033602,5.520000000000001E-06,5.520000000000001E-06,0,Organization-4,Repository-9,,
2025-08-12,actions,actions_storage,0.01643232,gigabyte-hours,0.00033602,5.520000000000001E-06,5.520000000000001E-06,0,Organization-4,Repository-20,,
2025-08-12,actions,actions_storage,0.12955737600000009,gigabyte-hours,0.00033602,4.351199999999999E-05,4.351199999999999E-05,0,Organization-2,Repository-17,,
2025-08-12,actions,actions_storage,0.0005157599999999998,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-5,Repository-8,,
2025-08-12,actions,actions_storage,0.014453208000000006,gigabyte-hours,0.00033602,4.847999999999999E-06,4.847999999999999E-06,0,Organization-1,Repository-10,,
2025-08-12,actions,actions_storage,0.0018267359999999994,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-4,,
2025-08-12,actions,actions_storage,0.10082745600000007,gigabyte-hours,0.00033602,3.3864E-05,3.3864E-05,0,Organization-2,Repository-21,,
2025-08-12,actions,actions_storage,0.11124131999999999,gigabyte-hours,0.00033602,3.7367999999999985E-05,3.7367999999999985E-05,0,Organization-2,Repository-23,,
2025-08-12,actions,actions_storage,0.0009456239999999999,gigabyte-hours,0.00033602,3.120000000000001E-07,3.120000000000001E-07,0,Organization-4,Repository-12,,
2025-08-12,actions,actions_storage,0.004663128000000001,gigabyte-hours,0.00033602,1.56E-06,1.56E-06,0,Organization-4,Repository-15,,
2025-08-12,actions,actions_storage,1.1317484230000001,gigabyte-hours,0.00033602,0.000380279,0.000380279,0,Organization-2,Repository-48,,
2025-08-12,actions,actions_storage,0.0005080560000000003,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-6,Repository-8,,
2025-08-12,actions,actions_storage,0.09813155999999998,gigabyte-hours,0.00033602,3.2951999999999985E-05,3.2951999999999985E-05,0,Organization-2,Repository-19,,
2025-08-12,actions,actions_storage,0.09830916,gigabyte-hours,0.00033602,3.302400000000002E-05,3.302400000000002E-05,0,Organization-2,Repository-24,,
2025-08-12,actions,actions_storage,0.012759119999999999,gigabyte-hours,0.00033602,4.271999999999998E-06,4.271999999999998E-06,0,Organization-4,Repository-11,,
2025-08-12,actions,actions_storage,0.023710368000000006,gigabyte-hours,0.00033602,7.943999999999999E-06,7.943999999999999E-06,0,Organization-2,Repository-16,,
2025-08-12,actions,actions_storage,0.0018374159999999993,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-14,,
2025-08-12,copilot,copilot_for_business,0.032258064,user-months,19,0.612903216,0,0.612903216,Organization-2,,,
2025-08-12,packages,packages_storage,0.00012529000000000004,gigabyte-hours,0.00033602,2.2E-08,2.2E-08,0,Organization-5,Repository-25,,
2025-08-12,packages,packages_storage,9.5722E-05,gigabyte-hours,0.00033602,2.2E-08,2.2E-08,0,Organization-2,,,
2025-08-13,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-1,Repository-42,,
2025-08-13,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-43,,
2025-08-13,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-41,,
2025-08-13,actions,actions_linux,6,minutes,0.008,0.048,0.048,0,Organization-1,Repository-10,,
2025-08-13,actions,actions_storage,0.25041611900000016,gigabyte-hours,0.00033602,8.413799999999997E-05,8.413799999999997E-05,0,Organization-2,Repository-49,,
2025-08-13,actions,actions_storage,0.09830916,gigabyte-hours,0.00033602,3.302400000000002E-05,3.302400000000002E-05,0,Organization-2,Repository-24,,
2025-08-13,actions,actions_storage,0.01643232,gigabyte-hours,0.00033602,5.520000000000001E-06,5.520000000000001E-06,0,Organization-4,Repository-20,,
2025-08-13,actions,actions_storage,0.0005157599999999998,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-5,Repository-8,,
2025-08-13,actions,actions_storage,0.004663128000000001,gigabyte-hours,0.00033602,1.56E-06,1.56E-06,0,Organization-4,Repository-15,,
2025-08-13,actions,actions_storage,0.014453208000000006,gigabyte-hours,0.00033602,4.847999999999999E-06,4.847999999999999E-06,0,Organization-1,Repository-10,,
2025-08-13,actions,actions_storage,0.09813155999999998,gigabyte-hours,0.00033602,3.2951999999999985E-05,3.2951999999999985E-05,0,Organization-2,Repository-19,,
2025-08-13,actions,actions_storage,0.13636421299999996,gigabyte-hours,0.00033602,4.580399999999999E-05,4.580399999999999E-05,0,Organization-2,Repository-17,,
2025-08-13,actions,actions_storage,0.0007200239999999998,gigabyte-hours,0.00033602,2.400000000000001E-07,2.400000000000001E-07,0,Organization-2,Repository-13,,
2025-08-13,actions,actions_storage,0.0018267359999999994,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-4,,
2025-08-13,actions,actions_storage,0.11124131999999999,gigabyte-hours,0.00033602,3.7367999999999985E-05,3.7367999999999985E-05,0,Organization-2,Repository-23,,
2025-08-13,actions,actions_storage,0.023710368000000006,gigabyte-hours,0.00033602,7.943999999999999E-06,7.943999999999999E-06,0,Organization-2,Repository-16,,
2025-08-13,actions,actions_storage,0.0005080560000000003,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-6,Repository-8,,
2025-08-13,actions,actions_storage,0.0018374159999999993,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-14,,
2025-08-13,actions,actions_storage,0.004722072,gigabyte-hours,0.00033602,1.5840000000000006E-06,1.5840000000000006E-06,0,Organization-3,Repository-3,,
2025-08-13,actions,actions_storage,1.7248857430000004,gigabyte-hours,0.00033602,0.0005795940000000002,0.0005795940000000002,0,Organization-2,Repository-48,,
2025-08-13,actions,actions_storage,0.016429487999999996,gigabyte-hours,0.00033602,5.520000000000001E-06,5.520000000000001E-06,0,Organization-4,Repository-9,,
2025-08-13,actions,actions_storage,0.0009456239999999999,gigabyte-hours,0.00033602,3.120000000000001E-07,3.120000000000001E-07,0,Organization-4,Repository-12,,
2025-08-13,actions,actions_storage,0.10082745600000007,gigabyte-hours,0.00033602,3.3864E-05,3.3864E-05,0,Organization-2,Repository-21,,
2025-08-13,actions,actions_storage,1.0464000000000002E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-22,,
2025-08-13,actions,actions_storage,0.012759119999999999,gigabyte-hours,0.00033602,4.271999999999998E-06,4.271999999999998E-06,0,Organization-4,Repository-11,,
2025-08-13,actions,actions_unknown,0,minutes,0,0,0,0,Organization-8,Repository-51,,
2025-08-13,copilot,copilot_for_business,0.032258064,user-months,19,0.612903216,0,0.612903216,Organization-2,,,
2025-08-13,packages,packages_storage,0.000145224,gigabyte-hours,0.00033602,4.0999999999999997E-08,4.0999999999999997E-08,0,Organization-2,,,
2025-08-13,packages,packages_storage,0.00013668000000000005,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-5,Repository-25,,
2025-08-14,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-1,Repository-46,,
2025-08-14,actions,actions_linux,20,minutes,0.008,0.16000000000000003,0.16000000000000003,0,Organization-2,Repository-52,,
2025-08-14,actions,actions_storage,0.0018267359999999994,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-4,,
2025-08-14,actions,actions_storage,0.10082745600000007,gigabyte-hours,0.00033602,3.3864E-05,3.3864E-05,0,Organization-2,Repository-21,,
2025-08-14,actions,actions_storage,0.11124131999999999,gigabyte-hours,0.00033602,3.7367999999999985E-05,3.7367999999999985E-05,0,Organization-2,Repository-23,,
2025-08-14,actions,actions_storage,1.0464000000000002E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-22,,
2025-08-14,actions,actions_storage,0.004663128000000001,gigabyte-hours,0.00033602,1.56E-06,1.56E-06,0,Organization-4,Repository-15,,
2025-08-14,actions,actions_storage,0.0009456239999999999,gigabyte-hours,0.00033602,3.120000000000001E-07,3.120000000000001E-07,0,Organization-4,Repository-12,,
2025-08-14,actions,actions_storage,0.2507177520000002,gigabyte-hours,0.00033602,8.423999999999998E-05,8.423999999999998E-05,0,Organization-2,Repository-49,,
2025-08-14,actions,actions_storage,0.09813155999999998,gigabyte-hours,0.00033602,3.2951999999999985E-05,3.2951999999999985E-05,0,Organization-2,Repository-19,,
2025-08-14,actions,actions_storage,0.016429487999999996,gigabyte-hours,0.00033602,5.520000000000001E-06,5.520000000000001E-06,0,Organization-4,Repository-9,,
2025-08-14,actions,actions_storage,0.09830916,gigabyte-hours,0.00033602,3.302400000000002E-05,3.302400000000002E-05,0,Organization-2,Repository-24,,
2025-08-14,actions,actions_storage,0.0018374159999999993,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-14,,
2025-08-14,actions,actions_storage,0.004722072,gigabyte-hours,0.00033602,1.5840000000000006E-06,1.5840000000000006E-06,0,Organization-3,Repository-3,,
2025-08-14,actions,actions_storage,0.012759119999999999,gigabyte-hours,0.00033602,4.271999999999998E-06,4.271999999999998E-06,0,Organization-4,Repository-11,,
2025-08-14,actions,actions_storage,1.7259014880000005,gigabyte-hours,0.00033602,0.0005799360000000002,0.0005799360000000002,0,Organization-2,Repository-48,,
2025-08-14,actions,actions_storage,0.0007200239999999998,gigabyte-hours,0.00033602,2.400000000000001E-07,2.400000000000001E-07,0,Organization-2,Repository-13,,
